RST Digital Inclinometer Data
File Version,2.21
File Type,Digital Inclinometer
Site,rozmarin
Borehole,Borehole14
Probe Serial#,DP17720000,Cal Date (m/d/y),04/05/2019
Reel Serial#,DR26840000
Reading Date(m/d/y),01/12/2025,11:46:07
Depth,-14.0,0.5
Interval,0.5
Depth Units,meters
Reading Units,degrees
Operator,Joshua
Comment:
Comment End:
Offset Correction,0.000000,Incline Angle,0.00

Depth,Face A+,Face A-,Face B+,Face B-

-0.5,4.47,-4.48,20.50,-19.19
-1.0,-1.81,1.87,8.82,-7.62
-1.5,-4.83,4.83,3.26,-2.09
-2.0,-9.74,9.66,-5.48,6.45
-2.5,-10.01,9.89,-6.31,7.32
-3.0,-9.91,9.84,-7.80,8.98
-3.5,-8.88,8.78,-9.34,10.44
-4.0,-8.47,8.37,-9.36,10.43
-4.5,-6.45,6.37,-8.19,9.30
-5.0,-5.99,5.85,-7.69,8.80
-5.5,-5.17,5.19,-6.21,7.52
-6.0,-2.29,2.16,-2.20,3.39
-6.5,-1.75,1.64,-2.64,3.77
-7.0,-1.56,1.37,-3.28,4.42
-7.5,-1.03,0.93,-5.06,6.14
-8.0,-0.68,0.52,-6.58,7.75
-8.5,0.69,-0.78,-10.27,11.28
-9.0,1.63,-1.66,-11.90,12.44
-9.5,1.11,-1.19,-11.51,12.55
-10.0,0.11,-0.19,-10.56,11.70
-10.5,-1.03,0.96,-9.07,10.05
-11.0,-1.81,1.82,-7.34,8.42
-11.5,-2.15,1.98,-6.43,7.36
-12.0,-0.96,1.14,-6.84,7.98
-12.5,0.48,-0.64,-7.62,8.73
-13.0,1.30,-1.49,-8.00,9.10
-13.5,2.99,-3.10,-7.13,8.26
-14.0,3.54,-3.78,-6.49,7.58
