RST Digital Inclinometer Data
File Version,2.21
File Type,Digital Inclinometer
Site,rozmarin
Borehole,Borehole14
Probe Serial#,DP17720000,Cal Date (m/d/y),04/05/2019
Reel Serial#,DR26840000
Reading Date(m/d/y),01/12/2025,11:52:29
Depth,-14.0,0.5
Interval,0.5
Depth Units,meters
Reading Units,degrees
Operator,Joshua
Comment:
Comment End:
Offset Correction,0.000000,Incline Angle,0.00

Depth,Face A+,Face A-,Face B+,Face B-

-0.5,4.42,-4.50,20.56,-19.25
-1.0,-1.92,1.87,9.04,-7.65
-1.5,-4.89,4.77,3.50,-2.14
-2.0,-9.74,9.60,-5.08,6.42
-2.5,-10.01,9.83,-5.95,7.30
-3.0,-10.02,9.80,-7.42,8.97
-3.5,-8.92,8.74,-8.92,10.38
-4.0,-8.51,8.34,-8.94,10.35
-4.5,-6.46,6.29,-7.85,9.28
-5.0,-5.97,5.77,-7.34,8.75
-5.5,-5.19,5.17,-5.69,7.44
-6.0,-2.23,2.13,-1.93,3.37
-6.5,-1.75,1.60,-2.33,3.68
-7.0,-1.53,1.36,-3.00,4.73
-7.5,-1.04,0.91,-4.75,6.41
-8.0,-0.57,0.44,-6.26,7.99
-8.5,0.66,-0.87,-9.79,11.27
-9.0,1.66,-1.69,-11.51,12.39
-9.5,1.10,-1.31,-11.08,12.61
-10.0,0.14,-0.26,-10.19,11.73
-10.5,-1.09,0.91,-8.69,10.21
-11.0,-1.87,1.73,-7.00,8.64
-11.5,-2.16,1.92,-6.04,7.61
-12.0,-0.96,1.02,-6.48,8.20
-12.5,0.45,-0.69,-7.28,8.82
-13.0,1.32,-1.55,-7.62,9.21
-13.5,3.02,-3.18,-6.74,8.38
-14.0,3.55,-4.55,-6.12,7.26
